회사명,소재지,대표업종,업종명,전화번호,팩스번호,종업원수,위도,경도
(주)화진지앤씨,경상북도 영천시 북안면,30399,그 외 자동차용 신품 부품 제조업 외 3 종,,,9,35.91641673,129.03259025
A-ONE,경상북도 영천시 고경면,30399,그 외 자동차용 신품 부품 제조업 외 6 종,,,10,36.00623465,129.09179185
광득 산업,경상북도 영천시 화남면,22299,그 외 기타 플라스틱 제품 제조업,,,2,36.11080064,128.86520597
그랩푸드,경상북도 영천시 도남동,10121,가금류 가공 및 저장 처리업 외 2 종,,,2,35.93673831,128.93883558
글로리메탈,경상북도 영천시 대창면,25113,육상 금속 골조 구조재 제조업,,,5,35.88851007,128.88750399
금성깐마늘,경상북도 영천시 임고면,10309,기타 과실채소 가공 및 저장 처리업,,,13,36.01669094,129.01587570
금호텍스,경상북도 영천시 금호읍,14199,그 외 기타 봉제의복 제조업,,,12,35.92147076,128.90702383
농업회사법인 (주)미래농부들,경상북도 영천시 화산면,10897,건강기능식품 제조업,,,10,36.03702909,128.90251977
농업회사법인 주식회사 라이들팜,경상북도 영천시 신녕면,10820,"면류, 마카로니 및 유사식품 제조업",,,15,36.07255316,128.80475302
농업회사법인(주)케이소금나무,경상북도 영천시 고경면,10309,기타 과실채소 가공 및 저장 처리업 외 1 종,,,10,36.00623465,129.09179185
늘해찬,경상북도 영천시 금호읍,10892,차류 가공업,,,2,35.92147076,128.90702383
다물,경상북도 영천시 청통면,25111,"금속 문, 창, 셔터 및 관련제품 제조업",,,4,36.00912727,128.83399563
다올 워크테인먼트,경상북도 영천시 매산동,10309,기타 과실채소 가공 및 저장 처리업,,,3,36.03173488,128.92263625
다임텍스,경상북도 영천시 임고면,13104,연사 및 가공사 제조업,,,3,36.01669094,129.01587570
대신산업,경상북도 영천시 금호읍,30399,그 외 자동차용 신품 부품 제조업 외 3 종,,,15,35.92147076,128.90702383
대양케미칼(주),경상북도 영천시 봉동,20203,혼성 및 재생 플라스틱 소재 물질 제조업,,,3,35.93504793,128.96542779
대한한약 협동조합,경상북도 영천시 화남면,10309,기타 과실채소 가공 및 저장 처리업,,,6,36.11080064,128.86520597
도현산업,경상북도 영천시 채신동,25113,육상 금속 골조 구조재 제조업,,,0,35.91357661,128.95987383
동민산업협동조합,경상북도 영천시 금호읍,22213,플라스틱 시트 및 판 제조업 외 2 종,,,5,35.92147076,128.90702383
동형폴리텍스,경상북도 영천시 임고면,13104,연사 및 가공사 제조업,,,3,36.01669094,129.01587570
동화태양광발전소,경상북도 영천시 화산면,35114,태양력 발전업,,,1,36.03702909,128.90251977
두산기계산업,경상북도 영천시 고경면,29169,기타 물품 취급장비 제조업 외 1 종,,,4,36.00623465,129.09179185
등진개발(주),경상북도 영천시 채신동,30320,자동차 차체용 신품 부품 제조업 외 1 종,,,10,35.91357661,128.95987383
디에이치테크 ,경상북도 영천시 금호읍,25999,그 외 기타 분류 안된 금속 가공 제품 제조업,,,3,35.92147076,128.90702383
라인산업,경상북도 영천시 채신동,25119,기타 구조용 금속제품 제조업,,,0,35.91357661,128.95987383
미래 신소재G.R.P,경상북도 영천시 임고면,22211,"플라스틱 선, 봉, 관 및 호스 제조업",,,6,36.01669094,129.01587570
보성,경상북도 영천시 청통면,25929,그 외 기타 금속가공업,,,5,36.00912727,128.83399563
삼성건업,경상북도 영천시 청통면,25111,"금속 문, 창, 셔터 및 관련제품 제조업",,,15,36.00912727,128.83399563
삼천산업,경상북도 영천시 청통면,30320,자동차 차체용 신품 부품 제조업,,,13,36.00912727,128.83399563
상동플랜트산업사,경상북도 영천시 청통면,30399,그 외 자동차용 신품 부품 제조업,,,10,36.00912727,128.83399563
서우테크,경상북도 영천시 대창면,29293,주형 및 금형 제조업,,,4,35.88851007,128.88750399
선화상사,경상북도 영천시 고경면,30399,그 외 자동차용 신품 부품 제조업 외 3 종,,,5,36.00623465,129.09179185
성우산업,경상북도 영천시 대창면,22223,플라스틱 창호 제조업,,,5,35.88851007,128.88750399
성일산업,경상북도 영천시 대창면,17909,그 외 기타 종이 및 판지 제품 제조업,,,3,35.88851007,128.88750399
성호산업,경상북도 영천시 신기동,25941,볼트 및 너트류 제조업 외 1 종,,,4,36.01675118,128.95480915
세기,경상북도 영천시 작산동,30399,그 외 자동차용 신품 부품 제조업 외 3 종,,,5,35.94147280,128.95942179
세명,경상북도 영천시 금호읍,28422,일반용 전기 조명장치 제조업,,,1,35.92147076,128.90702383
세창산업,경상북도 영천시 청통면,22299,그 외 기타 플라스틱 제품 제조업,,,4,36.00912727,128.83399563
신명,경상북도 영천시 대창면,24321,알루미늄주물 주조업,,,9,35.88851007,128.88750399
신안테크,경상북도 영천시 오수동,30399,그 외 자동차용 신품 부품 제조업 외 3 종,,,5,35.96292926,128.91220718
신원유통가공,경상북도 영천시 신녕면,10129,육류 기타 가공 및 저장처리업 (가금류 제외) 외 1 종,,,3,36.07255316,128.80475302
썬포스(주),경상북도 영천시 금호읍,10891,커피 가공업 외 1 종,,,7,35.92147076,128.90702383
씨티에스(주),경상북도 영천시 청통면,29175,기체 여과기 제조업,,,6,36.00912727,128.83399563
어반스토리지,경상북도 영천시 북안면,32021,주방용 및 음식점용 목재가구 제조업 외 1 종,,,1,35.91641673,129.03259025
언하이엔지,경상북도 영천시 조교동,28123,배전반 및 전기 자동제어반 제조업,,,5,35.97669193,128.96573426
에이스필드 주식회사,경상북도 영천시 화산면,22299,그 외 기타 플라스틱 제품 제조업,,,1,36.03702909,128.90251977
에프앤에스(주),경상북도 영천시 북안면,24222,"알루미늄 압연, 압출 및 연신제품 제조업",,,7,35.91641673,129.03259025
엘시피 이엔지,경상북도 영천시 금호읍,25121,산업용 난방보일러 및 방열기 제조업 외 1 종,,,1,35.92147076,128.90702383
엘케이(LK)산업,경상북도 영천시 청통면,30399,그 외 자동차용 신품 부품 제조업 외 3 종,,,10,36.00912727,128.83399563
영재산업,경상북도 영천시 청통면,25999,그 외 기타 분류 안된 금속 가공 제품 제조업,,,5,36.00912727,128.83399563
영진글로벌,경상북도 영천시 청통면,13104,연사 및 가공사 제조업,,,3,36.00912727,128.83399563
영천배기 주식회사,경상북도 영천시 임고면,30399,그 외 자동차용 신품 부품 제조업 외 1 종,,,135,36.01669094,129.01587570
영천산업자원,경상북도 영천시 완산동,25113,육상 금속 골조 구조재 제조업 외 1 종,,,4,35.96911289,128.97115183
우리유통,경상북도 영천시 금호읍,10832,천연 및 혼합조제 조미료 제조업,,,5,35.92147076,128.90702383
자연농축산,경상북도 영천시 대창면,10901,반려동물용 사료 제조업 외 1 종,,,4,35.88851007,128.88750399
재일정밀,경상북도 영천시 북안면,30399,그 외 자동차용 신품 부품 제조업,,,14,35.91641673,129.03259025
전국산업,경상북도 영천시 금호읍,30320,자동차 차체용 신품 부품 제조업 외 1 종,,,20,35.92147076,128.90702383
전진산업,경상북도 영천시 임고면,25113,육상 금속 골조 구조재 제조업,,,4,36.01669094,129.01587570
제이에이치산업,경상북도 영천시 금호읍,16232,"목재 포장용 상자, 드럼 및 유사용기 제조업",,,5,35.92147076,128.90702383
제일교구,경상북도 영천시 금호읍,32091,금속 가구 제조업 외 1 종,,,7,35.92147076,128.90702383
주식회사 대진,경상북도 영천시 북안면,30399,그 외 자동차용 신품 부품 제조업,,,1,35.91641673,129.03259025
주식회사 삼정네트,경상북도 영천시 고경면,13922,어망 및 기타 끈 가공품 제조업,,,5,36.00623465,129.09179185
주식회사 세화주철,경상북도 영천시 대창면,24311,선철주물 주조업,,,2,35.88851007,128.88750399
주식회사 써드원,경상북도 영천시 화산면,22299,그 외 기타 플라스틱 제품 제조업 외 1 종,,,1,36.03702909,128.90251977
주식회사 에스케이알인터내셔널,경상북도 영천시 금호읍,13104,연사 및 가공사 제조업,,,5,35.92147076,128.90702383
주식회사 킬링턴머티리얼즈,경상북도 영천시 북안면,20501,합성섬유 제조업,,,5,35.91641673,129.03259025
주식회사 한샘에코시스템즈,경상북도 영천시 청통면,22299,그 외 기타 플라스틱 제품 제조업,,,2,36.00912727,128.83399563
주신목재,경상북도 영천시 금호읍,16231,목재 깔판류 및 기타 적재판 제조업,,,5,35.92147076,128.90702383
주은기업,경상북도 영천시 금호읍,25113,육상 금속 골조 구조재 제조업,,,5,35.92147076,128.90702383
지에스산업,경상북도 영천시 화산면,29210,농업 및 임업용 기계 제조업,,,3,36.03702909,128.90251977
창성칼라텍,경상북도 영천시 봉동,25923,도장 및 기타 피막처리업,,,5,35.93504793,128.96542779
청보건설,경상북도 영천시 화북면,25113,육상 금속 골조 구조재 제조업,,,4,36.10724814,128.96328018
청산산업,경상북도 영천시 청통면,25113,육상 금속 골조 구조재 제조업,,,9,36.00912727,128.83399563
초은텍스,경상북도 영천시 대창면,13104,연사 및 가공사 제조업,,,5,35.88851007,128.88750399
코리아스틸폼(주),경상북도 영천시 청통면,25113,육상 금속 골조 구조재 제조업 외 1 종,,,3,36.00912727,128.83399563
태광섬유,경상북도 영천시 금호읍,13104,연사 및 가공사 제조업,,,1,35.92147076,128.90702383
토탈맨홀,경상북도 영천시 화산면,24311,선철주물 주조업,,,5,36.03702909,128.90251977
포산산업,경상북도 영천시 대창면,28511,주방용 전기기기 제조업,,,4,35.88851007,128.88750399
한일산업,경상북도 영천시 화산면,38321,비금속류 해체 및 선별업 외 1 종,,,5,36.03702909,128.90251977
해영,경상북도 영천시 북안면,22259,기타 플라스틱 발포 성형제품 제조업,,,22,35.91641673,129.03259025
현디자인센타,경상북도 영천시 북안면,33910,간판 및 광고물 제조업 외 1 종,,,3,35.91641673,129.03259025
화경산업(주),경상북도 영천시 대창면,22241,운송장비 조립용 플라스틱제품 제조업 외 1 종,,,40,35.88851007,128.88750399
화산비닐,경상북도 영천시 화산면,22231,"플라스틱 포대, 봉투 및 유사제품 제조업",,,2,36.03702909,128.90251977
(주)건우금속,경상북도 영천시 채신동,30399,그 외 자동차용 신품 부품 제조업 외 4 종,,,68,35.91357661,128.95987383
(주)금창,경상북도 영천시 채신동,30320,자동차 차체용 신품 부품 제조업 외 1 종,,,96,35.91357661,128.95987383
(주)금창 4공장,경상북도 영천시 금호읍,30320,자동차 차체용 신품 부품 제조업 외 1 종,,,20,35.92147076,128.90702383
(주)니나,경상북도 영천시 채신동,22211,"플라스틱 선, 봉, 관 및 호스 제조업 외 3 종",,,11,35.91357661,128.95987383
(주)대일정공,경상북도 영천시 녹전동,27199,그 외 기타 의료용 기기 제조업,,,1,36.00152575,128.90817065
(주)댁호즈,경상북도 영천시 금호읍,25113,육상 금속 골조 구조재 제조업,,,0,35.92147076,128.90702383
(주)덕성,경상북도 영천시 채신동,24213,"연 및 아연 제련, 정련 및 합금 제조업 외 1 종",,,10,35.91357661,128.95987383
(주)덕성 제2공장,경상북도 영천시 채신동,24211,"동 제련, 정련 및 합금 제조업",,,2,35.91357661,128.95987383
(주)덕원산업,경상북도 영천시 금호읍,30399,그 외 자동차용 신품 부품 제조업 외 3 종,,,25,35.92147076,128.90702383
(주)두양정공,경상북도 영천시 채신동,30320,자동차 차체용 신품 부품 제조업,,,48,35.91357661,128.95987383
(주)드림텍,경상북도 영천시 채신동,20131,무기안료용 금속 산화물 및 관련 제품 제조업,,,12,35.91357661,128.95987383
(주)부영산업,경상북도 영천시 금호읍,20411,일반용 도료 및 관련제품 제조업,,,4,35.92147076,128.90702383
(주)비엠,경상북도 영천시 채신동,30331,자동차용 신품 동력전달장치 제조업,,,42,35.91357661,128.95987383
(주)삼원,경상북도 영천시 채신동,20493,접착제 및 젤라틴 제조업,,,35,35.91357661,128.95987383
(주)세계주철,경상북도 영천시 채신동,24131,주철관 제조업 외 4 종,,,3,35.91357661,128.95987383
(주)세원물산,경상북도 영천시 금호읍,30201,차체 및 특장차 제조업 외 3 종,,,200,35.92147076,128.90702383
(주)세원물산,경상북도 영천시 금호읍,30201,차체 및 특장차 제조업,,,50,35.92147076,128.90702383
(주)세원정공,경상북도 영천시 금호읍,30320,자동차 차체용 신품 부품 제조업 외 1 종,,,200,35.92147076,128.90702383
(주)스틸드림,경상북도 영천시 채신동,24199,그 외 기타 1차 철강 제조업,,,11,35.91357661,128.95987383
(주)승보스틸,경상북도 영천시 채신동,28111,전동기 및 발전기 제조업 외 1 종,,,29,35.91357661,128.95987383
(주)신라하이텍,경상북도 영천시 채신동,25119,기타 구조용 금속제품 제조업,,,44,35.91357661,128.95987383
(주)신라하이텍,경상북도 영천시 채신동,25119,기타 구조용 금속제품 제조업,,,0,35.91357661,128.95987383
(주)썬폴리폼,경상북도 영천시 금호읍,22251,폴리스티렌 발포 성형제품 제조업,,,0,35.92147076,128.90702383
(주)씨엠,경상북도 영천시 금호읍,29224,금속 성형기계 제조업 외 2 종,,,8,35.92147076,128.90702383
(주)아세아철강,경상북도 영천시 채신동,30320,자동차 차체용 신품 부품 제조업 외 2 종,,,31,35.91357661,128.95987383
(주)아스픽,경상북도 영천시 채신동,30399,그 외 자동차용 신품 부품 제조업,,,4,35.91357661,128.95987383
