순번,단지명,회사명,대표자명,공장대표주소(지번),대표업종번호,업종명,전화번호,생산품,용지면적,건축면적,위도,경도
959,,주식회사에이치씨동부레미콘,석희○,경상북도 영천시 금호읍 원제리 106-1번지,23322,레미콘 제조업,054-334-1901,레미콘,14041,1315.75,35.95454665,128.90460416
960,,주식회사에이치지씨,김진○,경상북도 영천시 금호읍 남성리 515-1 대구대학교 창업보육센터 2호관 1122호,33303,낚시 및 수렵용구 제조업 외 1 종,053-721-6163,"텐트 골조 제작물, 낚시장비용 골조 제작물",,265.6,35.90181220,128.85653977
961,,주식회사엘에스지,이석○,경상북도 영천시 청통면 신학리 526-6,22199,그 외 기타 고무제품 제조업,055-233-3742,고무칩,2709,493.5,35.99652786,128.82254421
962,,주식회사엠제이이,김광○,경상북도 영천시 임고면 양평리 533-3,29230,금속 주조 및 기타 야금용 기계 제조업,,포트롤 시스템 장비(pot roll system equipment),,225,36.02771873,128.98417887
963,,주식회사엠피아이,"이원○,이스테판○○",경상북도 영천시 대창면 대창리 734-4번지 외 1필지,15190,기타 가죽제품 제조업 외 1 종,054-336-9940,"자동차부품(자동차핸들커버), 자동차부품(봉, 노부류)",9593,2653.5,35.87908357,128.89349467
964,,주식회사영천브레인,이명○,경상북도 영천시 청통면 죽정리 652-52번지,29210,농업 및 임업용 기계 제조업,054-335-2658,농기계시스템 및 컨트롤러,,199,35.96461204,128.82617103
965,,주식회사올빛,안기○,경상북도 영천시 청통면 신학리 427-11번지,10601,떡류 제조업,054-336-6665,찰바,3802,1336.2,36.00287551,128.82546340
966,,주식회사와이투테크,양동○,경상북도 영천시 고경면 동도리 185 외 3필지,30399,그 외 자동차용 신품 부품 제조업,054-338-5401,"자동차부품, 전기차배터리하우징, 정밀기계부품",4117,1593.13,35.99778689,129.05730160
967,,주식회사윤금푸드,최현○,경상북도 영천시 북안면 반정리 260,10701,도시락류 제조업,,냉동김밥,1983,993.65,35.92689764,128.99873577
968,,주식회사이엠티,예종○,경상북도 영천시 청통면 계포리 305-5 외 1필지,29199,그 외 기타 일반목적용 기계 제조업 외 2 종,054-336-3799,"자동화 장비, 자동방폭도어, 자동화 장비, 자동방폭도어, 자동화 장비, 자동방폭도어",1595,532.65,35.99528972,128.81088882
969,,주식회사제이더블유,박경○,경상북도 영천시 금호읍 약남리 362-2번지 외 1필지,30331,자동차용 신품 동력전달장치 제조업,054-335-1501,"링기어, 선기어, 아웃풋기어",3893,1396.36,35.90312988,128.92749045
970,,주식회사제이더블유,박경○,경상북도 영천시 금호읍 약남리 400-1번지 외 2필지,30399,그 외 자동차용 신품 부품 제조업,,링기어류/오토밋션기어류,4784,990,35.90250823,128.92755996
971,,주식회사제이코리아,장인○,경상북도 영천시 대창면 강회리 315-11번지 외 1필지,13104,연사 및 가공사 제조업,054-336-4030,인조잔디 원사,2493,825.82,35.89325639,128.88846913
972,,주식회사제이코리아,장인○,경상북도 영천시 임고면 매호리 893 외 2필지,13104,연사 및 가공사 제조업,054-336-4030,"인조잔디 원사, LLPE, 셀",5856,2477,36.00588109,128.96124056
973,,주식회사지승,신상○,경상북도 영천시 북안면 내포리 289-1 외 1필지,16102,표면 가공 목재 및 특정 목적용 제재목 제조업,054-335-3388,톱밥,15746,3371.56,35.92396514,129.01655782
974,,주식회사지오스,고유○,경상북도 영천시 고경면 차당리 710-16번지,13910,"카펫, 마루덮개 및 유사제품 제조업 외 1 종",054-338-6112,"인조잔디, 카펫",,459.25,35.99231050,129.05377929
975,,주식회사창명,"서종○,최해○",경상북도 영천시 대창면 사리리 758번지 외 3필지,29293,주형 및 금형 제조업,054-338-8905,금형,7752,2980.94,35.87061961,128.86668917
976,,주식회사천담,박수○,경상북도 영천시 녹전동 126-1,22251,폴리스티렌 발포 성형제품 제조업,,농산물 포장용 완충제,3140,1292.76,35.99763891,128.92046849
977,,주식회사천우산업,최동○,경상북도 영천시 금호읍 오계리 56-24번지,30399,그 외 자동차용 신품 부품 제조업 외 3 종,054-337-2411,자동차쇼바및 그부분품,2812,1650.94,35.91399567,128.88978678
978,,주식회사청통본가,이기○,경상북도 영천시 청통면 신원리 236-2,10519,기타 곡물 가공품 제조업,054-337-8033,누룽지,5139,2988.81,,
979,,주식회사충남목재,이남○,경상북도 영천시 북안면 유하리 40-1번지 외 1필지,16101,일반 제재업,054-331-2998,각재 및 판재,6908,1866.64,35.93504344,128.97892122
980,,주식회사케이카라반,문시○,경상북도 영천시 북안면 원당리 247 외 6필지,30203,트레일러 및 세미트레일러 제조업,054-335-3160,정박형카라반,4588,1817.79,35.93547590,129.01172880
981,,주식회사키움,서재○,경상북도 영천시 청통면 보성리 771-1,25112,구조용 금속 판제품 및 공작물 제조업,1533-3903,금속제패널(알루미늄복합패널),,399,35.99826572,128.83478416
982,영천북안농공단지,주식회사킬링턴머티리얼즈,한진○,경상북도 영천시 북안면 반정리 150-2,20501,합성섬유 제조업,,합성 스테이플 섬유,,660,35.93097893,128.99638824
983,,주식회사탑베이스,최광○,경상북도 영천시 대창면 강회리 315-2,22299,그 외 기타 플라스틱 제품 제조업 외 1 종,031-523-4028,"인조잔디, 카페트",,172.8,35.89373255,128.88813865
984,,주식회사태봉,김정○,경상북도 영천시 청통면 보성리 546-8 외 2필지,25999,그 외 기타 분류 안된 금속 가공 제품 제조업,054-336-1498,금속파렛트,6545,1702.81,35.99272569,128.84838339
985,,주식회사태화론,이창○,경상북도 영천시 대창면 신광리 768,21301,체외 진단 시약 제조업 외 1 종,054-338-9566,보건용 마스크,1075,486.4,35.85986001,128.91948944
986,,주식회사터프코리아,김진○,경상북도 영천시 화남면 귀호리 55-3,22299,그 외 기타 플라스틱 제품 제조업,02-419-6376,인조잔디,,496.5,36.05492643,128.87890898
987,,주식회사푸드킹,이관○,경상북도 영천시 금호읍 원기리 2-5번지,10603,과자류 및 코코아 제품 제조업,054-331-6969,스낵과자류,10010,3226.55,35.91556550,128.88417780
988,,주식회사한백건설,박희○,경상북도 영천시 청통면 애련리 99-3,22223,플라스틱 창호 제조업,054-335-6205,플라스틱 창호,,470.58,35.99926117,128.80645280
989,,주식회사한백글라스,박병○,경상북도 영천시 청통면 애련리 99-3 720-1 외 2필지,23119,기타 판유리 가공품 제조업,054-335-6205,건축용 복층유리 및 강화유리,20474,5870.92,35.99926117,128.80645280
990,,주식회사한빛,한만○,경상북도 영천시 봉동 807-4,25113,육상 금속 골조 구조재 제조업,053-622-5596,"C형강,각형강",6599.8,4209,35.92776237,128.94808881
991,,주식회사한영티에스,권관○,경상북도 영천시 봉동 818,25113,육상 금속 골조 구조재 제조업,053-744-7107,간이 흙막이 자재,8891.5,1254.53,35.92938954,128.94720086
992,,주식회사해도BM,이찬○,경상북도 영천시 화남면 구전리 306번지,19100,코크스 및 연탄 제조업 외 1 종,,"황토숯,주방기구,성형목재탄",2275,323.3,36.09664359,128.86274326
993,,주식회사허브밈,정수○,경상북도 영천시 대창면 강회리 461,26429,기타 무선 통신장비 제조업,054-336-6357,데이터수집장치(RTU: Remote Terminal Unit),919,360,35.89722366,128.88501801
994,,주식회사화성,윤창○,경상북도 영천시 도동 264-6,25111,"금속 문, 창, 셔터 및 관련제품 제조업 외 3 종",054-331-6787,"수문권양기, 수문문비, 수문문틀, 수문밸브",776,151.69,35.94383643,128.92986362
995,,주식회사대경오앤티,박주○,경상북도 영천시 금호읍 냉천리 623번지,10411,동물성 유지 제조업 외 1 종,054-334-0100,"식용및사료유지,수지박",5893,1814.58,35.92204086,128.88527244
996,,중앙교재,김수○,경상북도 영천시 채신동 629-1번지,33209,기타 악기 및 전자 악기 제조업,054-335-6322,탬버린,1334,901.05,35.91178714,128.94987371
997,영천화산농공단지,지에스산업,김동○,경상북도 영천시 화산면 유성리 200-8,29210,농업 및 임업용 기계 제조업,,"과수용 살포기, 과수수확운반차",,921.1,36.02014772,128.86186917
998,,지에스씨전자,정금○,경상북도 영천시 금호읍 신월리 214-22번지,28511,주방용 전기기기 제조업,053-965-8836,전기카펫트,3527,2376.17,35.93815979,128.89750289
999,,지풍영농조합법인,신상○,경상북도 영천시 신녕면 화서리 288번지 외 1필지,20312,복합비료 및 기타 화학비료 제조업 외 1 종,054-0336-6652,유기질비료,2865,604.3,36.09004401,128.73776137
1000,,지풍영농조합법인,신동○,경상북도 영천시 화북면 용소리 640번지 외 1필지,20312,복합비료 및 기타 화학비료 제조업 외 1 종,054-336-6652,유기질비료,3836,1597.99,36.14734455,128.93785149
1001,,진명섬유,이숙○,경상북도 영천시 금호읍 신대리 333-7번지,13213,화학섬유직물 직조업,054-0334-0055,섬유준비,3879,2117.96,35.92470205,128.86874060
1002,,진보농산,유수○,경상북도 영천시 서산동 231번지 외 1필지,10832,천연 및 혼합조제 조미료 제조업,,포장용 고춧가루,2580,808,35.98745354,128.89916285
1003,,진송텍스,허진○,경상북도 영천시 청통면 우천리 607번지,13104,연사 및 가공사 제조업,054-0332-8818,연사 편직,2314,1003.4,35.98503956,128.86521735
1004,,진양특수강(주),이상○,경상북도 영천시 채신동 377번지 외 34필지 외 34필지,24121,열간 압연 및 압출 제품 제조업 외 1 종,054-335-3500,"환봉,트랙슈",67282,28018.07,35.91079863,128.95571989
1005,,진양특수강(주)2공장,이상○,경상북도 영천시 채신동 625번지,24122,냉간 압연 및 압출 제품 제조업,054-330-2515,압연제품,15185,5511.58,35.91205225,128.95208788
1006,,진영레이스,임세○,경상북도 영천시 금호읍 석섬리 525-138번지,13222,자수제품 및 자수용재료 제조업 외 1 종,054-0335-9007,자수제품,1569,763.96,35.93519905,128.88248133
1007,,진영섬유,김수○,경상북도 영천시 망정동 11-7번지,13104,연사 및 가공사 제조업,053-525-2738,폴리에스테르연사물,,1391.88,35.98376154,128.95892908
1008,,진영제약,박진○,경상북도 영천시 대전동 596-1번지 외 1필지,10899,그 외 기타 식료품 제조업 외 1 종,054-336-9944,숙지황,1259.61,397.5,35.98078319,128.91124433
1009,,진일산업,최덕○,경상북도 영천시 녹전동 204,29210,농업 및 임업용 기계 제조업,,마늘파종기,,411,35.99726788,128.91701454
1010,영천도남농공단지,진풍산업(주),이성○,경상북도 영천시 도남동 198번지,24122,냉간 압연 및 압출 제품 제조업,054-0335-0700,철선 압연,11815.1,6549.78,35.92926180,128.93978725
1011,,진풍산업(주),이성○,경상북도 영천시 도남동  209-1번지 외 1필지,24123,철강선 제조업,054-335-0700,철선,6182.9,4378.01,35.92967682,128.93869843
1012,,진흥글로벌텍스,이해○,경상북도 영천시 매산동  731번지,13104,연사 및 가공사 제조업,,연사,2463,997.3,36.01848359,128.92033369
1013,,창덕산업,이혁○,경상북도 영천시 금호읍 오계리 524-1번지 외 3필지,22299,그 외 기타 플라스틱 제품 제조업,054-0333-3042,가정용품,2275,912.45,35.90353953,128.89469395
1014,,창성섬유,고창○,경상북도 영천시 망정동  8-9번지,13229,기타 직물제품 제조업,054-334-8296,섬유제조(정경),6197,2241,35.98520435,128.95869542
1015,,창신유통,이일○,경상북도 영천시 금호읍 오계리 75번지 외 2필지,10309,기타 과실ㆍ채소 가공 및 저장 처리업,,채소 가공품,2283,909.86,35.91009918,128.88901129
1016,,창조테크,윤서○,경상북도 영천시 고경면 석계리 270번지,25111,"금속 문, 창, 셔터 및 관련제품 제조업 외 4 종",054-0336-4061,"수문,저수지스핀들,철구조물",2110,474.2,35.99960901,129.08576651
1017,,천복정공,이정○,경상북도 영천시 금호읍 오계리 46-11,25924,절삭가공 및 유사처리업,054-333-2363,기계부품류(건설기계부품류 외),,585,35.91611204,128.88700016
1018,,천일수지,이순○,경상북도 영천시 청통면 신학리 13-1번지,38321,비금속류 해체 및 선별업 외 1 종,054-336-0317,플라스틱재생칩,1628,498.97,35.99516653,128.83325837
1019,,청보건설,최현○,경상북도 영천시 화북면 자천리 1879-1 외 1필지,25113,육상 금속 골조 구조재 제조업,,철구조물,3099,494.91,36.11436150,128.91931067
1020,,청산기업,이애○,경상북도 영천시 청통면 신학리 28-3번지,16229,기타 건축용 나무제품 제조업 외 1 종,,"조경시설물 목재 및 데크, 철재 관",4813,1168.26,35.99322777,128.83622391
1021,,청운물산(주),류형○,경상북도 영천시 오수동 251번지,10309,기타 과실ㆍ채소 가공 및 저장 처리업,054-336-0881,과일통조림,2223,1353.47,35.95712088,128.91765097
1022,,청호유비,이석○,경상북도 영천시 청통면 호당리 567-0번지,20312,복합비료 및 기타 화학비료 제조업 외 1 종,054-0333-4844,비료,2179,585,35.99479678,128.89621873
1023,,초록농산,박승○,경상북도 영천시 금호읍 삼호리 78-5 외 1필지,10309,기타 과실ㆍ채소 가공 및 저장 처리업,,깐마늘,3133,1086.43,35.91909426,128.88353780
1024,,초은텍스,김미○,경상북도 영천시 대창면 사리리 447-5번지,13104,연사 및 가공사 제조업,,폴리에스텔연사,2452,1060.62,35.88175091,128.87244052
1025,,최강기계공업,최은○,경상북도 영천시 작산동  201-2번지,24119,기타 제철 및 제강업 외 6 종,054-335-4884,"건축자재, 자동차부품",4375,1775.41,35.94157208,128.95321179
1026,,충력시스템,조성○,경상북도 영천시 청통면 송천리 271번지 외 1필지,25113,육상 금속 골조 구조재 제조업,054-337-5236,조립식 철재 비개,3598,975.88,35.98274179,128.81591192
